XmacGene,XmacGeneID,Evalue,HumanGene,SwissprotAnnotationID
gene10287,GeneID:102236647,1.00E-100,sp|Q96G23|CERS2_HUMAN,Q96G23
gene10288,GeneID:102226307,2.00E-51,sp|Q8NBE8|KLH23_HUMAN,Q8NBE8
gene10289,GeneID:102236907,1.00E-67,sp|Q9UK45|LSM7_HUMAN,Q9UK45
gene1029,GeneID:111611634,NA,NA,
gene10290,GeneID:102226562,7.00E-167,tr|A0A0C4DGY1|A0A0C4DGY1_HUMAN,A0A0C4DGY1
gene10291,GeneID:102237171,2.00E-49,sp|Q9Y5L4|TIM13_HUMAN,Q9Y5L4
gene10292,GeneID:102237431,0,sp|O14682|ENC1_HUMAN,O14682
gene10293,GeneID:102226817,0,sp|Q6ZSZ5|ARHGI_HUMAN,Q6ZSZ5
gene10294,GeneID:102227076,0,sp|P06213|INSR_HUMAN,P06213
gene10295,GeneID:102237685,4.00E-124,sp|Q9NZ43|USE1_HUMAN,Q9NZ43
gene10296,GeneID:102227332,0,tr|M0R300|M0R300_HUMAN,M0R300
gene10297,GeneID:102229386,5.00E-73,sp|O95977|S1PR4_HUMAN,O95977
gene10298,GeneID:111609665,NA,NA,
gene10299,GeneID:102237943,0,sp|Q969V3|NCLN_HUMAN,Q969V3
gene103,GeneID:111609737,NA,NA,
gene1030,GeneID:111611640,NA,NA,
gene10300,GeneID:102238205,3.00E-94,sp|P27544|CERS1_HUMAN,P27544
gene10301,GeneID:102216398,4.00E-178,sp|O14579|COPE_HUMAN,O14579
gene10302,GeneID:102217010,7.00E-96,sp|O95379|TFIP8_HUMAN,O95379
gene10303,GeneID:111609747,NA,NA,
gene10304,GeneID:102217253,1.00E-54,sp|Q969H8|MYDGF_HUMAN,Q969H8
gene10305,GeneID:102227597,2.00E-118,sp|P28300|LYOX_HUMAN,P28300
gene10306,GeneID:102217512,3.00E-83,sp|Q9NPI5|NRK2_HUMAN,Q9NPI5
gene10307,GeneID:102217762,6.00E-159,sp|Q86WG3|ATCAY_HUMAN,Q86WG3
gene10308,GeneID:102218183,0,sp|Q96KR1|ZFR_HUMAN,Q96KR1
gene10309,GeneID:102227851,0,sp|P42679|MATK_HUMAN,P42679
gene1031,GeneID:111608107,NA,NA,
gene10310,GeneID:102218443,3.00E-69,sp|Q9Y2V3|RX_HUMAN,Q9Y2V3
gene10311,GeneID:102218693,7.00E-53,sp|O94927|HAUS5_HUMAN,O94927
gene10312,GeneID:102218959,0,sp|Q96ST3|SIN3A_HUMAN,Q96ST3
gene10313,GeneID:102219221,0,sp|Q9UBH6|XPR1_HUMAN,Q9UBH6
gene10314,GeneID:102219638,6.00E-119,sp|Q9BR61|ACBD6_HUMAN,Q9BR61
gene10315,GeneID:102219891,2.00E-169,sp|Q969G2|LHX4_HUMAN,Q969G2
gene10316,GeneID:102228107,3.00E-167,sp|O00391|QSOX1_HUMAN,O00391
gene10317,GeneID:102228357,2.00E-156,sp|Q5VT06|CE350_HUMAN,Q5VT06
gene10318,GeneID:102229093,0,tr|J3KP11|J3KP11_HUMAN,J3KP11
gene10319,GeneID:111609666,4.00E-29,sp|P08123|CO1A2_HUMAN,P08123
gene1032,GeneID:111608647,NA,NA,
gene10320,GeneID:102229353,0,sp|P35610|SOAT1_HUMAN,P35610
gene10321,GeneID:102229613,0,sp|P42684|ABL2_HUMAN,P42684
gene10322,GeneID:102220014,0,sp|Q96SU4|OSBL9_HUMAN,Q96SU4
gene10323,GeneID:111609677,NA,NA,
gene10324,GeneID:111609800,NA,NA,
gene10325,GeneID:111609794,NA,NA,
gene10326,GeneID:111609798,NA,NA,
gene10327,GeneID:111609797,NA,NA,
gene10328,GeneID:111609796,NA,NA,
gene10329,GeneID:102221063,2.00E-126,sp|Q9H497|TOR3A_HUMAN,Q9H497
gene1033,GeneID:111608658,2.00E-05,tr|E9PPV1|E9PPV1_HUMAN,E9PPV1
gene10330,GeneID:102220809,0,sp|P27797|CALR_HUMAN,P27797
gene10331,GeneID:102229872,4.00E-138,tr|M0R165|M0R165_HUMAN,M0R165
gene10332,GeneID:102230136,0,tr|D3DQ30|D3DQ30_HUMAN,D3DQ30
gene10333,GeneID:111609711,NA,NA,
gene10334,GeneID:111609712,NA,NA,
gene10335,GeneID:102221326,4.00E-106,sp|Q9Y3C5|RNF11_HUMAN,Q9Y3C5
gene10336,GeneID:102230397,3.00E-28,sp|P42773|CDN2C_HUMAN,P42773
gene10337,GeneID:102221586,0,sp|Q9UNN5|FAF1_HUMAN,Q9UNN5
gene10338,GeneID:102221849,2.00E-112,sp|Q96SC8|DMTA2_HUMAN,Q96SC8
gene10339,GeneID:102222278,0,tr|B1APY9|B1APY9_HUMAN,B1APY9
gene1034,GeneID:111608086,4.00E-08,sp|O95944|NCTR2_HUMAN,O95944
gene10340,GeneID:102223215,NA,NA,
gene10341,GeneID:102230662,0,sp|Q5VU57|CBPC6_HUMAN,Q5VU57
gene10342,GeneID:102228832,5.00E-87,sp|Q7L4P6|BEND5_HUMAN,Q7L4P6
gene10343,GeneID:102230924,9.00E-67,sp|Q9NWH7|SPAT6_HUMAN,Q9NWH7
gene10344,GeneID:102223403,3.00E-76,sp|Q5QJE6|TDIF2_HUMAN,Q5QJE6
gene10345,GeneID:102231185,2.00E-111,sp|P48507|GSH0_HUMAN,P48507
gene10346,GeneID:102223653,1.00E-14,sp|O15444|CCL25_HUMAN,O15444
gene10347,GeneID:102231438,6.00E-156,sp|Q8IY84|NIM1_HUMAN,Q8IY84
gene10348,GeneID:102231701,2.00E-46,sp|Q9NR33|DPOE4_HUMAN,Q9NR33
gene10349,GeneID:102231954,3.00E-04,sp|P78556|CCL20_HUMAN,P78556
gene1035,GeneID:111608106,6.00E-06,sp|Q6UXZ3|CLM4_HUMAN,Q6UXZ3
gene10350,GeneID:102223915,0,sp|P43003|EAA1_HUMAN,P43003
gene10351,GeneID:102232212,7.00E-71,sp|O14907|TX1B3_HUMAN,O14907
gene10352,GeneID:102232464,1.00E-30,sp|Q96JZ2|HSH2D_HUMAN,Q96JZ2
gene10353,GeneID:102224336,6.00E-140,sp|P61006|RAB8A_HUMAN,P61006
gene10354,GeneID:102224586,1.00E-33,sp|Q71UM5|RS27L_HUMAN,Q71UM5
gene10355,GeneID:102224849,2.00E-91,tr|Q6ZN40|Q6ZN40_HUMAN,Q6ZN40
gene10356,GeneID:111609664,7.00E-120,sp|P51522|ZNF83_HUMAN,P51522
gene10357,GeneID:102232731,0,sp|O14672|ADA10_HUMAN,O14672
gene10358,GeneID:102225809,9.00E-176,sp|P06858|LIPL_HUMAN,P06858
gene10359,GeneID:102226072,0,sp|P06858|LIPL_HUMAN,P06858
gene1036,GeneID:111605884,5.00E-05,sp|O95944|NCTR2_HUMAN,O95944
gene10360,GeneID:102226507,2.00E-36,sp|Q15424|SAFB1_HUMAN,Q15424
gene10361,GeneID:102232994,0,sp|Q9UDY8|MALT1_HUMAN,Q9UDY8
gene10362,GeneID:102226931,4.00E-33,sp|Q6P161|RM54_HUMAN,Q6P161
gene10363,GeneID:102227352,2.00E-41,sp|Q9Y421|FA32A_HUMAN,Q9Y421
gene10364,GeneID:102227616,0,sp|P07954|FUMH_HUMAN,P07954
gene10365,GeneID:102227871,1.00E-36,tr|M0R0J3|M0R0J3_HUMAN,M0R0J3
gene10366,GeneID:102228126,0,sp|O14617|AP3D1_HUMAN,O14617
gene10367,GeneID:102228562,1.00E-131,sp|Q712K3|UB2R2_HUMAN,Q712K3
gene10368,GeneID:102233257,3.00E-129,sp|Q8TF44|C2C4C_HUMAN,Q8TF44
gene10369,GeneID:102222422,5.00E-112,sp|P50148|GNAQ_HUMAN,P50148
gene1037,GeneID:111606507,NA,NA,
gene10370,GeneID:102218075,0,sp|P50148|GNAQ_HUMAN,P50148
gene10371,GeneID:102217651,4.00E-103,sp|Q08117|AES_HUMAN,Q08117
gene10372,GeneID:102222156,0,sp|Q04724|TLE1_HUMAN,Q04724
gene10373,GeneID:102217398,0,sp|Q04727|TLE4_HUMAN,Q04727
gene10374,GeneID:102221892,4.00E-100,sp|O43688|PLPP2_HUMAN,O43688
gene10375,GeneID:111609784,1.00E-56,sp|Q8N108|MIER1_HUMAN,Q8N108
gene10376,GeneID:102217142,8.00E-107,sp|Q99500|S1PR3_HUMAN,Q99500
gene10377,GeneID:102216893,2.00E-106,sp|Q96IW2|SHD_HUMAN,Q96IW2
gene10378,GeneID:102221629,3.00E-78,sp|Q8TF21|ANR24_HUMAN,Q8TF21
gene10379,GeneID:102216631,0,sp|P98077|SHC2_HUMAN,P98077
gene1038,GeneID:106700205,6.00E-05,sp|Q08708|CLM6_HUMAN,Q08708
gene10380,GeneID:102216377,4.00E-42,sp|P61024|CKS1_HUMAN,P61024
gene10381,GeneID:102221361,4.00E-57,sp|Q3SX64|OD3L2_HUMAN,Q3SX64
gene10382,GeneID:102221095,0,sp|Q8IZJ3|CPMD8_HUMAN,Q8IZJ3
gene10383,GeneID:102220841,2.00E-65,tr|F8WC89|F8WC89_HUMAN,F8WC89
gene10384,GeneID:106699833,2.00E-38,sp|Q9BT25|HAUS8_HUMAN,Q9BT25
gene10385,GeneID:102238182,4.00E-59,sp|O00358|FOXE1_HUMAN,O00358
gene10386,GeneID:102237920,1.00E-58,sp|Q12950|FOXD4_HUMAN,Q12950
gene10387,GeneID:102220574,0,sp|A6NFA1|TIKI2_HUMAN,A6NFA1
gene10388,GeneID:102220309,3.00E-123,sp|O60711|LPXN_HUMAN,O60711
gene10389,GeneID:102237663,0,sp|Q8IZE3|PACE1_HUMAN,Q8IZE3
gene1039,GeneID:111608152,3.00E-104,sp|Q99714|HCD2_HUMAN,Q99714
gene10390,GeneID:102220054,0,sp|Q9NSG2|CA112_HUMAN,Q9NSG2
gene10391,GeneID:102237406,4.00E-36,sp|Q9NRX4|PHP14_HUMAN,Q9NRX4
gene10392,GeneID:102219793,1.00E-172,sp|P16109|LYAM3_HUMAN,P16109
gene10393,GeneID:111609733,1.00E-49,tr|F6VVT6|F6VVT6_HUMAN,F6VVT6
gene10394,GeneID:102221968,0,sp|Q9BQE3|TBA1C_HUMAN,Q9BQE3
gene10395,GeneID:102222824,3.00E-123,sp|Q8TE12|LMX1A_HUMAN,Q8TE12
gene10396,GeneID:102222228,0,sp|P48443|RXRG_HUMAN,P48443
gene10397,GeneID:102237149,3.00E-119,sp|P18850|ATF6A_HUMAN,P18850
gene10398,GeneID:102219542,5.00E-130,tr|F2Z3N3|F2Z3N3_HUMAN,F2Z3N3
gene10399,GeneID:102219285,5.00E-63,sp|Q8NFQ8|TOIP2_HUMAN,Q8NFQ8
gene104,GeneID:111606186,9.00E-17,sp|Q96DM1|PGBD4_HUMAN,Q96DM1
gene1040,GeneID:102219644,7.00E-138,sp|Q99714|HCD2_HUMAN,Q99714
gene10400,GeneID:102219023,1.00E-50,tr|A0A0A0MSK5|A0A0A0MSK5_HUMAN,A0A0A0MSK5
gene10401,GeneID:102236982,NA,NA,
gene10402,GeneID:111609734,2.00E-19,sp|Q6ZNA5|FRRS1_HUMAN,Q6ZNA5
gene10403,GeneID:102218759,3.00E-77,sp|P46094|XCR1_HUMAN,P46094
gene10404,GeneID:102218511,5.00E-163,sp|Q9BQS8|FYCO1_HUMAN,Q9BQS8
gene10405,GeneID:102236720,1.00E-130,sp|Q02643|GHRHR_HUMAN,Q02643
gene10406,GeneID:111609651,4.00E-57,tr|A0A087WYV8|A0A087WYV8_HUMAN,A0A087WYV8
gene10407,GeneID:111609652,3.00E-12,sp|Q86UV5|UBP48_HUMAN,Q86UV5
gene10408,GeneID:102236470,1.00E-166,sp|P51589|CP2J2_HUMAN,P51589
gene10409,GeneID:102236219,5.00E-27,sp|P07919|QCR6_HUMAN,P07919
gene1041,GeneID:102219394,0,sp|Q9NX05|F120C_HUMAN,Q9NX05
gene10410,GeneID:102218255,1.00E-154,sp|O00519|FAAH1_HUMAN,O00519
gene10411,GeneID:102235960,4.00E-76,sp|Q8NFW5|DMBX1_HUMAN,Q8NFW5
gene10412,GeneID:111609813,NA,NA,
gene10413,GeneID:111609772,7.00E-21,tr|A0A0U1RQS6|A0A0U1RQS6_HUMAN,A0A0U1RQS6
gene10414,GeneID:102217991,0,sp|Q9BUB5|MKNK1_HUMAN,Q9BUB5
gene10415,GeneID:102217740,6.00E-135,sp|Q70IA8|MOB3C_HUMAN,Q70IA8
gene10416,GeneID:102235712,1.00E-144,sp|Q9BW60|ELOV1_HUMAN,Q9BW60
gene10417,GeneID:102235461,0,sp|O95405|ZFYV9_HUMAN,O95405
gene10418,GeneID:102234847,2.00E-65,sp|Q96K17|BT3L4_HUMAN,Q96K17
gene10419,GeneID:102217490,4.00E-81,sp|P43088|PF2R_HUMAN,P43088
gene1042,GeneID:102219134,3.00E-53,tr|C9JV81|C9JV81_HUMAN,C9JV81
gene10420,GeneID:102234589,5.00E-130,sp|Q9BVH7|SIA7E_HUMAN,Q9BVH7
gene10421,GeneID:102234333,0,sp|Q8NCS7|CTL5_HUMAN,Q8NCS7
gene10422,GeneID:102234074,4.00E-166,sp|Q68G74|LHX8_HUMAN,Q68G74
gene10423,GeneID:102217232,2.00E-106,sp|Q5RHP9|ERIC3_HUMAN,Q5RHP9
gene10424,GeneID:102233819,0,sp|Q59H18|TNI3K_HUMAN,Q59H18
gene10425,GeneID:102216987,0,sp|O14772|FPGT_HUMAN,O14772
gene10426,GeneID:102216725,0,sp|Q8WXI4|ACO11_HUMAN,Q8WXI4
gene10427,GeneID:102232333,1.00E-126,sp|Q9BWW4|SSBP3_HUMAN,Q9BWW4
gene10428,GeneID:102232075,1.00E-83,sp|P49895|IOD1_HUMAN,P49895
gene10429,GeneID:102216468,4.00E-124,sp|Q8NBF1|GLIS1_HUMAN,Q8NBF1
gene1043,GeneID:102231164,0,sp|P53985|MOT1_HUMAN,P53985
gene10430,GeneID:102231820,1.00E-79,sp|Q9GZR5|ELOV4_HUMAN,Q9GZR5
gene10431,GeneID:102238274,3.00E-165,tr|E9PM53|E9PM53_HUMAN,E9PM53
gene10432,GeneID:102231554,6.00E-145,tr|M0R044|M0R044_HUMAN,M0R044
gene10433,GeneID:102230617,0,sp|Q99961|SH3G1_HUMAN,Q99961
gene10434,GeneID:102238014,0,sp|Q92753|RORB_HUMAN,Q92753
gene10435,GeneID:102237757,0,sp|Q9H3T3|SEM6B_HUMAN,Q9H3T3
gene10436,GeneID:102237500,5.00E-99,sp|Q99541|PLIN2_HUMAN,Q99541
gene10437,GeneID:102230349,4.00E-68,sp|O76080|ZFAN5_HUMAN,O76080
gene10438,GeneID:102230086,8.00E-166,sp|Q96GS6|AB17A_HUMAN,Q96GS6
gene10439,GeneID:102237240,0,sp|Q9NZL6|RGL1_HUMAN,Q9NZL6
gene1044,GeneID:102218874,5.00E-94,sp|Q9UHB6|LIMA1_HUMAN,Q9UHB6
gene10440,GeneID:102236983,0,sp|Q8IYK4|GT252_HUMAN,Q8IYK4
gene10441,GeneID:102228178,9.00E-39,sp|Q9H246|CA021_HUMAN,Q9H246
gene10442,GeneID:102229827,0,sp|Q9BZQ6|EDEM3_HUMAN,Q9BZQ6
gene10443,GeneID:102236721,6.00E-112,sp|Q9BXD5|NPL_HUMAN,Q9BXD5
gene10444,GeneID:102229565,3.00E-124,sp|O75396|SC22B_HUMAN,O75396
gene10445,GeneID:106699775,6.00E-86,tr|D2WEZ3|D2WEZ3_HUMAN,D2WEZ3
gene10446,GeneID:111609757,NA,NA,
gene10447,GeneID:102236471,0,sp|Q04721|NOTC2_HUMAN,Q04721
gene10448,GeneID:102229306,6.00E-161,sp|Q9Y2D2|S35A3_HUMAN,Q9Y2D2
gene10449,GeneID:102229044,1.00E-163,sp|Q5VT40|FA78B_HUMAN,Q5VT40
gene1045,GeneID:102230904,0,tr|F8VWW7|F8VWW7_HUMAN,F8VWW7
gene10450,GeneID:102228779,6.00E-20,sp|Q96EN9|REX1B_HUMAN,Q96EN9
gene10451,GeneID:102236220,3.00E-170,sp|O75462|CRLF1_HUMAN,O75462
gene10452,GeneID:102228512,1.00E-64,sp|Q9BXS4|TMM59_HUMAN,Q9BXS4
gene10453,GeneID:102228095,2.00E-81,sp|Q9BWW4|SSBP3_HUMAN,Q9BWW4
gene10454,GeneID:102227840,4.00E-137,sp|Q14318|FKBP8_HUMAN,Q14318
gene10455,GeneID:102227584,4.00E-156,sp|P55199|ELL_HUMAN,P55199
gene10456,GeneID:102227320,0,sp|Q8TEK3|DOT1L_HUMAN,Q8TEK3
gene10457,GeneID:102226808,3.00E-11,sp|P03971|MIS_HUMAN,P03971
gene10458,GeneID:111609760,NA,NA,
gene10459,GeneID:102226551,1.00E-83,tr|J3QQY4|J3QQY4_HUMAN,J3QQY4
gene1046,GeneID:102230643,6.00E-33,tr|F8VYK9|F8VYK9_HUMAN,F8VYK9
gene10460,GeneID:111609715,3.00E-13,sp|Q9H792|PEAK1_HUMAN,Q9H792
gene10461,GeneID:102235713,NA,NA,
gene10462,GeneID:102231659,0,sp|P0C6S8|LIGO3_HUMAN,P0C6S8
gene10463,GeneID:111609769,3.00E-30,sp|Q16649|NFIL3_HUMAN,Q16649
gene10464,GeneID:111609770,3.00E-23,sp|Q16649|NFIL3_HUMAN,Q16649
gene10465,GeneID:102235462,0,sp|O43520|AT8B1_HUMAN,O43520
gene10466,GeneID:102226296,2.00E-142,sp|Q9UBC0|HNF6_HUMAN,Q9UBC0
gene10467,GeneID:102225078,4.00E-163,tr|C9J330|C9J330_HUMAN,C9J330
gene10468,GeneID:102235196,6.00E-24,sp|P55318|FOXA3_HUMAN,P55318
gene10469,GeneID:102226039,5.00E-162,sp|Q8N2W9|PIAS4_HUMAN,Q8N2W9
gene1047,GeneID:102230014,0,sp|Q8TBX8|PI42C_HUMAN,Q8TBX8
gene10470,GeneID:102225775,0,sp|P36507|MP2K2_HUMAN,P36507
gene10471,GeneID:102234927,2.00E-85,sp|O95365|ZBT7A_HUMAN,O95365
gene10472,GeneID:102225512,1.00E-139,sp|P15923|TFE2_HUMAN,P15923
gene10473,GeneID:102225253,2.00E-17,sp|O14957|QCR10_HUMAN,O14957
gene10474,GeneID:102224802,2.00E-147,sp|O95983|MBD3_HUMAN,O95983
gene10475,GeneID:102234667,0,tr|F8WE88|F8WE88_HUMAN,F8WE88
gene10476,GeneID:102224386,0,tr|F8W059|F8W059_HUMAN,F8W059
gene10477,GeneID:102234409,2.00E-97,sp|Q9P0W2|HM20B_HUMAN,Q9P0W2
gene10478,GeneID:102224127,0,sp|P13639|EF2_HUMAN,P13639
gene10479,GeneID:111609799,NA,NA,
gene1048,GeneID:102218615,2.00E-56,sp|O15218|GP182_HUMAN,O15218
gene10480,GeneID:102234155,4.00E-110,sp|Q9NSD7|RL3R1_HUMAN,Q9NSD7
gene10481,GeneID:102233894,2.00E-72,sp|Q68CJ9|CR3L3_HUMAN,Q68CJ9
gene10482,GeneID:102223694,0,sp|Q8N6W0|CELF5_HUMAN,Q8N6W0
gene10483,GeneID:111609718,NA,NA,
gene10484,GeneID:102233636,6.00E-124,tr|A0A0A0MTQ4|A0A0A0MTQ4_HUMAN,A0A0A0MTQ4
gene10485,GeneID:111609694,1.00E-14,tr|A0A0C4DFR3|A0A0C4DFR3_HUMAN,A0A0C4DFR3
gene10486,GeneID:102223004,8.00E-82,tr|A0A087WWR3|A0A087WWR3_HUMAN,A0A087WWR3
gene10487,GeneID:102233382,9.00E-83,tr|A0A087WWR3|A0A087WWR3_HUMAN,A0A087WWR3
gene10488,GeneID:102223262,6.00E-28,sp|Q5XKP0|MIC13_HUMAN,Q5XKP0
gene10489,GeneID:102222746,1.00E-99,sp|Q9Y657|SPIN1_HUMAN,Q9Y657
gene1049,GeneID:102218365,1.00E-69,sp|O15060|ZBT39_HUMAN,O15060
gene10490,GeneID:102233119,7.00E-55,tr|A0A0A0MR61|A0A0A0MR61_HUMAN,A0A0A0MR61
gene10491,GeneID:102232855,1.00E-40,sp|P23946|CMA1_HUMAN,P23946
gene10492,GeneID:106699827,1.00E-38,sp|P08311|CATG_HUMAN,P08311
gene10493,GeneID:102232594,6.00E-39,sp|P12544|GRAA_HUMAN,P12544
gene10494,GeneID:102232334,2.00E-39,sp|Q92876|KLK6_HUMAN,Q92876
gene10495,GeneID:102222493,3.00E-40,sp|P10144|GRAB_HUMAN,P10144
gene10496,GeneID:102232076,6.00E-62,sp|O15520|FGF10_HUMAN,O15520
gene10497,GeneID:111609686,NA,NA,
gene10498,GeneID:102231821,0,sp|O00411|RPOM_HUMAN,O00411
gene10499,GeneID:102231555,0,sp|Q9UL51|HCN2_HUMAN,Q9UL51
gene105,GeneID:111611868,NA,NA,
gene1050,GeneID:102218104,0,sp|Q96P47|AGAP3_HUMAN,Q96P47
gene10500,GeneID:102222232,2.00E-110,sp|P35613|BASI_HUMAN,P35613
gene10501,GeneID:102231293,4.00E-128,sp|Q9BV68|RN126_HUMAN,Q9BV68
gene10502,GeneID:102231033,8.00E-95,sp|O95633|FSTL3_HUMAN,O95633
gene10503,GeneID:102230771,3.00E-82,sp|Q8N350|CBARP_HUMAN,Q8N350
gene10504,GeneID:102221973,9.00E-72,sp|P30049|ATPD_HUMAN,P30049
gene10505,GeneID:102230511,4.00E-75,tr|K7END3|K7END3_HUMAN,K7END3
gene10506,GeneID:106699834,8.00E-30,sp|P10144|GRAB_HUMAN,P10144
gene10507,GeneID:102230245,8.00E-37,sp|P20718|GRAH_HUMAN,P20718
gene10508,GeneID:102229982,1.00E-40,tr|J3KQ52|J3KQ52_HUMAN,J3KQ52
gene10509,GeneID:111609687,NA,NA,
gene1051,GeneID:102229751,7.00E-77,sp|Q12999|TSN31_HUMAN,Q12999
gene10510,GeneID:102229720,1.00E-15,sp|Q8TAC1|RFESD_HUMAN,Q8TAC1
gene10511,GeneID:102229460,0,sp|O75339|CILP1_HUMAN,O75339
gene10512,GeneID:102221705,1.00E-104,sp|A6XGL0|YJEN3_HUMAN,A6XGL0
gene10513,GeneID:102221442,1.00E-150,sp|Q86YP4|P66A_HUMAN,Q86YP4
gene10514,GeneID:102221183,0,sp|Q9Y6X3|SCC4_HUMAN,Q9Y6X3
gene10515,GeneID:102229206,6.00E-151,sp|Q86VD7|S2542_HUMAN,Q86VD7
gene10516,GeneID:102221011,NA,NA,
gene10517,GeneID:102228945,7.00E-177,sp|Q9NX61|T161A_HUMAN,Q9NX61
gene10518,GeneID:102228684,1.00E-67,tr|C9J4J4|C9J4J4_HUMAN,C9J4J4
gene10519,GeneID:102220753,1.00E-51,sp|Q96FH0|BORC8_HUMAN,Q96FH0
gene1052,GeneID:102231747,4.00E-51,sp|O95361|TRI16_HUMAN,O95361
gene10520,GeneID:111609721,2.00E-16,sp|A6NGB7|TM221_HUMAN,A6NGB7
gene10521,GeneID:102228421,2.00E-89,sp|O14593|RFXK_HUMAN,O14593
gene10522,GeneID:102220491,5.00E-55,sp|Q86WQ0|NR2CA_HUMAN,Q86WQ0
gene10523,GeneID:102228172,1.00E-134,sp|O14594|NCAN_HUMAN,O14594
gene10524,GeneID:102220222,2.00E-151,sp|Q86UW8|HPLN4_HUMAN,Q86UW8
gene10525,GeneID:102219963,3.00E-96,sp|Q9BZW4|TM6S2_HUMAN,Q9BZW4
gene10526,GeneID:102227914,0,sp|Q9Y2G9|SBNO2_HUMAN,Q9Y2G9
gene10527,GeneID:102227657,2.00E-147,sp|O95049|ZO3_HUMAN,O95049
gene10528,GeneID:102227396,0,sp|Q92619|HMHA1_HUMAN,Q92619
gene10529,GeneID:102219457,6.00E-141,sp|P19388|RPAB1_HUMAN,P19388
gene1053,GeneID:102217907,3.00E-50,sp|O95361|TRI16_HUMAN,O95361
gene10530,GeneID:102219707,5.00E-84,sp|P36969|GPX4_HUMAN,P36969
gene10531,GeneID:102227136,0,sp|O60331|PI51C_HUMAN,O60331
gene10532,GeneID:102219022,1.00E-153,sp|Q15907|RB11B_HUMAN,Q15907
gene10533,GeneID:102218758,1.00E-124,sp|Q9P0N8|MARH2_HUMAN,Q9P0N8
gene10534,GeneID:102218510,5.00E-156,sp|Q15907|RB11B_HUMAN,Q15907
gene10535,GeneID:102226880,1.00E-42,sp|Q9UGK3|STAP2_HUMAN,Q9UGK3
gene10536,GeneID:102218073,0,sp|Q9BTV5|FSD1_HUMAN,Q9BTV5
gene10537,GeneID:111609676,NA,NA,
gene10538,GeneID:102226621,0,sp|Q92854|SEM4D_HUMAN,Q92854
gene10539,GeneID:102217573,1.00E-94,sp|Q969E2|SCAM4_HUMAN,Q969E2
gene1054,GeneID:102229489,9.00E-138,sp|Q86YJ5|MARH9_HUMAN,Q86YJ5
gene10540,GeneID:102226364,8.00E-80,sp|Q13111|CAF1A_HUMAN,Q13111
gene10541,GeneID:102217321,8.00E-110,sp|Q9BZV1|UBXN6_HUMAN,Q9BZV1
gene10542,GeneID:102226113,0,tr|A0A075B6F3|A0A075B6F3_HUMAN,A0A075B6F3
gene10543,GeneID:102217070,0,sp|Q16222|UAP1_HUMAN,Q16222
gene10544,GeneID:102225852,0,sp|Q16832|DDR2_HUMAN,Q16832
gene10545,GeneID:102225591,1.00E-143,sp|P56937|DHB7_HUMAN,P56937
gene10546,GeneID:102225331,9.00E-62,sp|Q8NC51|PAIRB_HUMAN,Q8NC51
gene10547,GeneID:102225070,5.00E-42,sp|Q99665|I12R2_HUMAN,Q99665
gene10548,GeneID:102224803,9.00E-36,sp|Q99665|I12R2_HUMAN,Q99665
gene10549,GeneID:102224544,9.00E-177,sp|P51589|CP2J2_HUMAN,P51589
gene1055,GeneID:102217852,0,sp|P49281|NRAM2_HUMAN,P49281
gene10550,GeneID:102235118,4.00E-178,sp|P51589|CP2J2_HUMAN,P51589
gene10551,GeneID:102216555,5.00E-174,sp|P51589|CP2J2_HUMAN,P51589
gene10552,GeneID:102216815,6.00E-176,sp|P51589|CP2J2_HUMAN,P51589
gene10553,GeneID:102238367,5.00E-179,sp|P51589|CP2J2_HUMAN,P51589
gene10554,GeneID:102238098,2.00E-168,sp|P51589|CP2J2_HUMAN,P51589
gene10555,GeneID:102237839,4.00E-176,sp|P51589|CP2J2_HUMAN,P51589
gene10556,GeneID:102237585,2.00E-148,sp|P51589|CP2J2_HUMAN,P51589
gene10557,GeneID:102237069,3.00E-157,sp|P51589|CP2J2_HUMAN,P51589
gene10558,GeneID:102237323,4.00E-158,sp|P51589|CP2J2_HUMAN,P51589
gene10559,GeneID:102224294,3.00E-146,sp|P51589|CP2J2_HUMAN,P51589
gene1056,GeneID:111609927,NA,NA,
gene10560,GeneID:102236807,0,sp|Q9UJC3|HOOK1_HUMAN,Q9UJC3
gene10561,GeneID:102224039,1.00E-36,sp|Q96K19|RN170_HUMAN,Q96K19
gene10562,GeneID:102223778,0,sp|O15067|PUR4_HUMAN,O15067
gene10563,GeneID:102236383,0,sp|O94829|IPO13_HUMAN,O94829
gene10564,GeneID:111609674,NA,NA,
gene10565,GeneID:111609675,NA,NA,
gene10566,GeneID:102223263,2.00E-85,sp|Q9Y4U1|MMAC_HUMAN,Q9Y4U1
gene10567,GeneID:106699836,2.00E-63,sp|Q8N7C0|LRC52_HUMAN,Q8N7C0
gene10568,GeneID:102223005,6.00E-106,sp|Q86YB7|ECHD2_HUMAN,Q86YB7
gene10569,GeneID:102235875,0,sp|Q9C0D3|ZY11B_HUMAN,Q9C0D3
gene1057,GeneID:102229232,1.00E-119,sp|O14595|CTDS2_HUMAN,O14595
gene10570,GeneID:102235623,2.00E-98,sp|Q96BR5|COA7_HUMAN,Q96BR5
gene10571,GeneID:102235194,0,sp|Q86X27|RGPS2_HUMAN,Q86X27
gene10572,GeneID:102218337,0,sp|O95841|ANGL1_HUMAN,O95841
gene10573,GeneID:102234925,0,sp|O75063|XYLK_HUMAN,O75063
